#BASIS SET: (14s,10p,1d) -> [7s,6p,1d]
Si    S
  69379.2300000              0.0007570        
  10354.9400000              0.0059320        
   2333.8796000              0.0310880        
    657.1429500              0.1249670        
    214.3011300              0.3868970        
     77.6291680              0.5548880        
Si    S
     77.6291680              0.1778810        
     30.6308070              0.6277650        
     12.8012950              0.2476230        
Si    S
      3.9268660              1.0000000        
Si    S
      1.4523430              1.0000000        
Si    S
      0.2562340              1.0000000        
Si    S
      0.0942790              1.0000000        
Si    P
    335.4831900              0.0088660        
     78.9003660              0.0682990        
     24.9881500              0.2909580        
      9.2197110              0.7321170        
Si    P
      3.6211400              0.6198790        
      1.4513100              0.4391480  
Si    P
  69379.2300000              1.0000000    
Si    P     
  10354.9400000              1.0000000   
Si    P      
   2333.8796000              1.0000000    
Si    P      
    657.1429500              1.0000000   
Si    P      
    214.3011300              1.0000000    
Si    P      
     77.6291680              1.0000000         
Si    P
      0.5049770              1.0000000        
Si    P
      0.1863170              1.0000000        
Si    P
      0.0654320              1.0000000        
Si    SP
      0.0331000              1.0000000              1.0000000        
Si    D
      0.4500000              1.0000000        
#BASIS SET: (14s,10p,1d) -> [7s,6p,1d]
P    S
  77492.4000000              0.0007810        
  11605.8000000              0.0060680        
   2645.9600000              0.0311600        
    754.9760000              0.1234310        
    248.7550000              0.3782090        
     91.1565000              0.5632620        
P    S
     91.1565000              0.1602550        
     36.2257000              0.6276470        
     15.2113000              0.2638490        
P    S
      4.7941700              1.0000000        
P    S
      1.8079300              1.0000000        
P    S
      0.3568160              1.0000000        
P    S
      0.1147830              1.0000000        
P    P
    384.8430000              0.0092060        
     90.5521000              0.0698740        
     29.1339000              0.2924700        
     10.8862000              0.7281030        
P    P
      4.3525900              0.6283490        
      1.7770600              0.4280440 
P    P
  77492.4000000              1.0000000    
P    P      
  11605.8000000              1.0000000      
P    P      
   2645.9600000              1.0000000    
P    P       
    754.9760000              1.0000000    
P    S      
    248.7550000              1.0000000    
P    P      
     91.1565000              1.0000000          
P    P
      0.6970050              1.0000000        
P    P
      0.2535320              1.0000000        
P    P
      0.0684930              1.0000000        
P    SP
      0.0348000              1.0000000              1.0000000        
P    D
      0.5500000              1.0000000        
#BASIS SET: (14s,10p,1d) -> [7s,6p,1d]
S    S
  93413.4000000              0.0007430        
  13961.7000000              0.0057930        
   3169.9100000              0.0299540        
    902.4560000              0.1190280        
    297.1580000              0.3684320        
    108.7020000              0.5772990        
S    S
    108.7020000              0.1431860        
     43.1553000              0.6244650        
     18.1079000              0.2833660        
S    S
      5.5600900              1.0000000        
S    S
      2.1318300              1.0000000        
S    S
      0.4204030              1.0000000        
S    S
      0.1360450              1.0000000        
S    P
    495.0400000              0.0083090        
    117.2210000              0.0640240        
     37.7749000              0.2776140        
     14.0584000              0.7450760        
S    P
      5.5657400              0.6137120        
      2.2629700              0.4438180        
S    P
      0.8079940              1.0000000 
S    P
  93413.4000000              1.0000000    
S    P     
  13961.7000000              1.0000000    
S    P      
   3169.9100000              1.0000000    
S    P      
    902.4560000              1.0000000    
S    P      
    297.1580000              1.0000000    
S    P      
    108.7020000              1.0000000         
S    P
      0.2774600              1.0000000        
S    P
      0.0771410              1.0000000        
S    SP
      0.0405000              1.0000000              1.0000000        
S    D
      0.6500000              1.0000000        
#BASIS SET: (14s,11p,1d) -> [7s,6p,1d]
Cl    S
 105819.0000000              0.0007380        
  15872.0000000              0.0057180        
   3619.6500000              0.0294950        
   1030.8000000              0.1172860        
    339.9080000              0.3629490        
    124.5380000              0.5841490        
Cl    S
    124.5380000              0.1341770        
     49.5135000              0.6242500        
     20.8056000              0.2917560        
Cl    S
      6.5834600              1.0000000        
Cl    S
      2.5646800              1.0000000        
Cl    S
      0.5597630              1.0000000        
Cl    S
      0.1832730              1.0000000        
Cl    P
    589.7760000              0.0023910        
    139.8490000              0.0185040        
     45.1413000              0.0813770        
     16.8733000              0.2215520        
      6.7411000              0.7725690        
Cl    P
      6.7411000             -1.5722440        
      2.7715200              0.9923890        
Cl    P
      1.0238700              1.0000000   
Cl    P
 105819.0000000              1.0000000   
Cl    P      
  15872.0000000              1.0000000   
Cl    P      
   3619.6500000              1.0000000   
Cl    P       
   1030.8000000              1.0000000   
Cl    P       
    339.9080000              1.0000000   
Cl    P       
    124.5380000              1.0000000        
Cl    P
      0.3813680              1.0000000        
Cl    P
      0.1094370              1.0000000        
Cl    SP
      0.0483000              1.0000000              1.0000000        
Cl    D
      0.7500000              1.0000000        
#BASIS SET: (14s,11p,1d) -> [7s,6p,1d]
Ar    S
 118022.3800000              0.0007470        
  17683.5410000              0.0057900        
   4027.7657000              0.0299190        
   1145.3977000              0.1192060        
    377.1637500              0.3690280        
    138.1596900              0.5764590        
Ar    S
    138.1596900              0.1439270        
     54.9891170              0.6229380        
     23.1706670              0.2839640        
Ar    S
      7.3778600              1.0000000        
Ar    S
      2.9236880              1.0000000        
Ar    S
      0.6504050              1.0000000        
Ar    S
      0.2328250              1.0000000        
Ar    P
    663.0620100              0.0030820        
    157.0928100              0.0241650        
     50.2311000              0.1082230        
     18.6353450              0.2941920        
      7.4465370              0.6878620        
Ar    P
      7.4465370             -0.1214482        
      3.0956980              0.1632370        
Ar    P
      1.1064630              1.0000000        
Ar    P
      0.4156010              1.0000000        
Ar    P
      0.1454490              1.0000000  
Ar    P
 118022.3800000              1.0000000      
Ar    P      
  17683.5410000              1.0000000      
Ar    P      
   4027.7657000              1.0000000      
Ar    P      
   1145.3977000              1.0000000      
Ar    P      
    377.1637500              1.0000000      
Ar    P      
    138.1596900              1.0000000         
Ar    SP
      0.0600000              1.0000000              1.0000000        
Ar    D
      0.8500000              1.0000000        
END


